Merkmal_IDs;Merkmal_ID;Merkmalbezeichnung;Datentyp;Klassifikationssystem_ID
AAB678;AAB678f001;Steighöhe/Tiefe;numerisch;pc-5.1
AAB679;AAB679f001;Leiteraußenbreite;numerisch;pc-5.1
AAB680;AAB680f001;Packmaß Breite;numerisch;pc-5.1
AAB681;AAB681f001;Packmaß Höhe;numerisch;pc-5.1
AAB682;AAB682f001;Packmaß Länge;numerisch;pc-5.1
AAB684;AAB684f001;Max. Länge;numerisch;pc-5.1
AAB685;AAB685f001;Max. Belastbarkeit;numerisch;pc-5.1
AAB686;AAB686f001;Güteeigenschaft;alphanumerisch;pc-5.1
AAB687;AAB687f001;Gerüsthöhe;numerisch;pc-5.1
AAB688;AAB688f001;Gerüstlänge;numerisch;pc-5.1
AAB689;AAB689f001;Gerüstbreite ohne Fahrbalken/Ausleger;numerisch;pc-5.1
AAB690;AAB690f001;Fahrbalken;logisch;pc-5.1
AAB691;AAB691f001;Ausleger;logisch;pc-5.1
AAB692;AAB692f001;Gerüstgruppe/Belastung;alphanumerisch;pc-5.1
AAB693;AAB693f001;Muldeninhalt;numerisch;pc-5.1
AAB694;AAB694f001;Schüttkantenhöhe;numerisch;pc-5.1
AAB695;AAB695f001;Gabeltasche;logisch;pc-5.1
AAB696;AAB696f001;Abstand zwischen den Gabeltaschen;numerisch;pc-5.1
AAB697;AAB697f001;Lichtes Gabeltaschenmaß Höhe;numerisch;pc-5.1
AAB698;AAB698f001;Lichtes Gabeltaschenmaß Breite;numerisch;pc-5.1
AAB699;AAB699f001;Rollen;logisch;pc-5.1
AAB700;AAB700f001;Kippbremse;logisch;pc-5.1
AAB701;AAB701f001;Klappdeckel;logisch;pc-5.1
AAB702;AAB702f001;Ablasshahn;logisch;pc-5.1
AAB703;AAB703f001;Doppelter Boden/Lochblech;logisch;pc-5.1
AAB704;AAB704f001;Flüssigkeitsdicht verschweißt;logisch;pc-5.1
AAB705;AAB705f001;stapelfähig;logisch;pc-5.1
AAB706;AAB706f001;Abstand zwischen den Gabelbügeln/-taschen;numerisch;pc-5.1
AAB707;AAB707f001;Lichte Höhe Bügel/Tasche;numerisch;pc-5.1
AAB708;AAB708f001;Lichte Breite Bügel/Tasche;numerisch;pc-5.1
AAB710;AAB710f001;Stapleraufnahme;alphanumerisch;pc-5.1
AAB711;AAB711f001;Bodenklappenausführung;alphanumerisch;pc-5.1
AAB712;AAB712f001;Kippmechanismus;alphanumerisch;pc-5.1
AAB713;AAB713f001;passend für Behältervolumen;numerisch;pc-5.1
AAB714;AAB714f001;Seitenwand klappbar;logisch;pc-5.1
AAB715;AAB715f001;Stapelhöhe;numerisch;pc-5.1
AAB716;AAB716f001;Füllhöhe;numerisch;pc-5.1
AAB717;AAB717f001;Einfahrmaß;numerisch;pc-5.1
AAB718;AAB718f001;Einfahrtaschen;logisch;pc-5.1
AAB719;AAB719f001;Nutzlast;numerisch;pc-5.1
AAB720;AAB720f001;Kranbar;logisch;pc-5.1
AAB721;AAB721f001;Einfahrtaschenbreite;numerisch;pc-5.1
AAB722;AAB722f001;Einfahrtaschenhöhe;numerisch;pc-5.1
AAB723;AAB723f001;Faltbar;logisch;pc-5.1
AAB724;AAB724f002;Schaufelhöhe;numerisch;pc-5.1
AAB725;AAB725f001;Schaufelbreite;numerisch;pc-5.1
AAB726;AAB726f001;Teleskopierbar;logisch;pc-5.1
AAB727;AAB727f001;Max. Traglast;numerisch;pc-5.1
AAB728;AAB728f001;Max. Ausladung;numerisch;pc-5.1
AAB729;AAB729f001;Aufnahme;alphanumerisch;pc-5.1
AAB730;AAB730f001;Abstand zwischen den Einfahrtaschen;numerisch;pc-5.1
AAB731;AAB731f001;Schildbreite;numerisch;pc-5.1
AAB732;AAB732f001;Federklappen;logisch;pc-5.1
AAB733;AAB733f001;Ausführung Schürfkante;alphanumerisch;pc-5.1
AAB734;AAB734f001;Niveauausgleich;logisch;pc-5.1
AAB735;AAB735f002;Schneidleistung Stahlblech;numerisch;pc-5.1
AAB736;AAB736f001;Schneidleistung Edelstahlblech, rostfrei;numerisch;pc-5.1
AAB739;AAB739f001;Scherenkopf;alphanumerisch;pc-5.1
AAB740;AAB740f001;Schneiden-Qualität;alphanumerisch;pc-5.1
AAB741;AAB741f001;Rechts-/linksschneidend;alphanumerisch;pc-5.1
AAB742;AAB742f001;Schneide;alphanumerisch;pc-5.1
AAB744;AAB744f001;Kabeldurchmesser;numerisch;pc-5.1
AAB745;AAB745f001;Zangenbacke;alphanumerisch;pc-5.1
AAB746;AAB746f001;Maulbreite;numerisch;pc-5.1
AAB747;AAB747f002;Durchmesser Einspannschaft;numerisch;pc-5.1
AAB748;AAB748f001;Materialgewicht;numerisch;pc-5.1
AAB750;AAB750f001;Schutzstufe;numerisch;pc-5.1
AAB753;AAB753f001;Materialbindung;alphanumerisch;pc-5.1
AAB754;AAB754f001;Anzahl Kugelknopf;numerisch;pc-5.1
AAB755;AAB755f001;Warnkeile;logisch;pc-5.1
AAB756;AAB756f001;Schnittschutzeinlage;logisch;pc-5.1
AAB757;AAB757f001;Max. Strahlungshitze;numerisch;pc-5.1
AAB759;AAB759f001;Tragkraft Fachboden;numerisch;pc-5.1
AAB760;AAB760f001;Tragkraft Schublade;numerisch;pc-5.1
AAB761;AAB761f001;Anzahl der Schubladen;numerisch;pc-5.1
AAB762;AAB762f001;Anzahl der Fachböden;numerisch;pc-5.1
AAB763;AAB763f001;Zentralverschluss;logisch;pc-5.1
AAB764;AAB764f001;Tür;logisch;pc-5.1
AAB765;AAB765f001;Türhöhe;numerisch;pc-5.1
AAB766;AAB766f001;Tastaturauszug;logisch;pc-5.1
AAB767;AAB767f001;Werkstoff Korpus;alphanumerisch;pc-5.1
AAB768;AAB768f001;Werkstoff Tür;alphanumerisch;pc-5.1
AAB769;AAB769f001;Anzahl der Abteile/Fächer;numerisch;pc-5.1
AAB770;AAB770f001;Breite der Abteile/Fächer;numerisch;pc-5.1
AAB771;AAB771f001;Schuhrost;logisch;pc-5.1
AAB772;AAB772f001;Hakenleiste;logisch;pc-5.1
AAB773;AAB773f001;Werkstoff Gestell;alphanumerisch;pc-5.1
AAB774;AAB774f001;Werkstoff Sitzfläche;alphanumerisch;pc-5.1
AAB775;AAB775f001;Anzahl der Fächer übereinander;numerisch;pc-5.1
AAB776;AAB776f001;Anzahl der Fächer nebeneinander;numerisch;pc-5.1
AAB777;AAB777f001;Höhe der Fächer;numerisch;pc-5.1
AAB778;AAB778f001;Lochart;alphanumerisch;pc-5.1
AAB779;AAB779f001;Arbeitsplatte;logisch;pc-5.1
AAB780;AAB780f001;Anzahl Werkzeugaufnahme;numerisch;pc-5.1
AAB781;AAB781f001;Anzahl Wechselrahmen/Werkzeugträger;numerisch;pc-5.1
AAB782;AAB782f001;Aufnahmesystem;alphanumerisch;pc-5.1
AAB783;AAB783f001;Anzahl Schubladeneinsatz;numerisch;pc-5.1
AAB784;AAB784f001;Anzahl Fässer (60 l);numerisch;pc-5.1
AAB785;AAB785f001;Auffangvolumen;numerisch;pc-5.1
AAB786;AAB786f001;Gitterrost;logisch;pc-5.1
AAB787;AAB787f001;Werkstoff Gitterrost;alphanumerisch;pc-5.1
AAB788;AAB788f001;Ausführung Seitenwände;alphanumerisch;pc-5.1
AAB789;AAB789f001;Fass 200 l;logisch;pc-5.1
AAB790;AAB790f001;Fass 60 l;logisch;pc-5.1
AAB791;AAB791f001;Fassauflage drehbar;logisch;pc-5.1
AAB792;AAB792f001;Kleingebinde;logisch;pc-5.1
AAB793;AAB793f001;Anzahl IBC/KTC;numerisch;pc-5.1
AAB794;AAB794f001;Feldbreite;numerisch;pc-5.1
AAB795;AAB795f001;Befahrbar;logisch;pc-5.1
AAB796;AAB796f001;Radlast;numerisch;pc-5.1
AAB797;AAB797f001;Flächenlast;numerisch;pc-5.1
AAB798;AAB798f001;Auffangvolumen Auffangwanne;numerisch;pc-5.1
AAB799;AAB799f001;Außenaufstellung möglich;logisch;pc-5.1
AAB800;AAB800f001;Werkstoff Überdachung;alphanumerisch;pc-5.1
AAB801;AAB801f001;Aufstellort;alphanumerisch;pc-5.1
AAB802;AAB802f001;Nennleistung;numerisch;pc-5.1
AAB803;AAB803f001;Anheizzeit;numerisch;pc-5.1
AAB805;AAB805f001;Lötspitzendurchmesser;numerisch;pc-5.1
AAB806;AAB806f001;Form der Lötspitze;alphanumerisch;pc-5.1
AAB807;AAB807f001;Ausführung der Lötspitze;alphanumerisch;pc-5.1
AAB808;AAB808f001;Beschichtung der Lötspitze;alphanumerisch;pc-5.1
AAB809;AAB809f001;Anheizleistung;numerisch;pc-5.1
AAB810;AAB810f001;Lötspitzendurchmesser/Spitzenbreite;numerisch;pc-5.1
AAB811;AAB811f001;Außendurchmesser Schaft;numerisch;pc-5.1
AAB812;AAB812f001;Innendurchmesser Schaft;numerisch;pc-5.1
AAB813;AAB813f001;Werkstoff nach DIN EN 29453;alphanumerisch;pc-5.1
AAB814;AAB814f001;Flussmittelgruppe nach DIN EN 29454;alphanumerisch;pc-5.1
AAB815;AAB815f001;Flussmittelgefüllt;logisch;pc-5.1
AAB816;AAB816f001;Aufnahmeart;alphanumerisch;pc-5.1
AAB817;AAB817f001;Antistatische Ausführung;logisch;pc-5.1
AAB818;AAB818f001;Spannungsversorgung;alphanumerisch;pc-5.1
AAB819;AAB819f001;Anzahl Batterien/Akku;numerisch;pc-5.1
AAB820;AAB820f001;Versorgungsspannung;numerisch;pc-5.1
AAB821;AAB821f001;Sekundärspannung;numerisch;pc-5.1
AAB822;AAB822f001;Min. Lötspitzentemperatur;numerisch;pc-5.1
AAB823;AAB823f001;Digitalanzeige;logisch;pc-5.1
AAB824;AAB824f001;Temperatur;numerisch;pc-5.1
AAB825;AAB825f001;Innendurchmesser Entlötspitze;numerisch;pc-5.1
AAB826;AAB826f001;Art des Entlötwerkzeuges;alphanumerisch;pc-5.1
AAB827;AAB827f001;Beschichtung der Entlötspitze;alphanumerisch;pc-5.1
AAB828;AAB828f001;Entlötspitzendurchmesser;numerisch;pc-5.1
AAB829;AAB829f002;Betriebsdauer mit Akku-/Batteriesatz;numerisch;pc-5.1
AAB830;AAB830f002;Gewicht des Lötkolben;numerisch;pc-5.1
AAB831;AAB831f001;Max. Temperatur;numerisch;pc-5.1
AAB832;AAB832f001;Geliefert in;alphanumerisch;pc-5.1
AAB833;AAB833f001;Ausführung mit Flussmittel;logisch;pc-5.1
AAB834;AAB834f001;Breite Entlöteinsatz;numerisch;pc-5.1
AAB835;AAB835f001;Ausführung Entlöteinsatz;alphanumerisch;pc-5.1
AAB836;AAB836f001;Ausführung Pumpenkörper;alphanumerisch;pc-5.1
AAB837;AAB837f001;Saugvolumen;numerisch;pc-5.1
AAB838;AAB838f001;Außendurchmesser Entlötspitze;numerisch;pc-5.1
AAB839;AAB839f001;Ausführung Spitze;alphanumerisch;pc-5.1
AAB840;AAB840f001;Betriebsdauer mit einer Gasfüllung;numerisch;pc-5.1
AAB841;AAB841f001;Zündung;alphanumerisch;pc-5.1
AAB842;AAB842f002;Betriebsdauer mit Gasfüllung;numerisch;pc-5.1
AAB843;AAB843f001;Lotmenge;numerisch;pc-5.1
AAB844;AAB844f001;Min. Volumenstrom;numerisch;pc-5.1
AAB845;AAB845f001;Max. Volumenstrom;numerisch;pc-5.1
AAB846;AAB846f001;Art der Absaugung;alphanumerisch;pc-5.1
AAB847;AAB847f001;Flussmittelart;alphanumerisch;pc-5.1
AAB848;AAB848f001;Gebindeart;alphanumerisch;pc-5.1
AAB849;AAB849f001;Anzahl der aufzunehmenden Lötspitzen;numerisch;pc-5.1
AAB850;AAB850f001;Anzahl der Lagen;numerisch;pc-5.1
AAB851;AAB851f001;Lochung mittig;logisch;pc-5.1
AAB852;AAB852f001;Max. Anschlussleistung;numerisch;pc-5.1
AAB853;AAB853f001;Min. Temperatur;numerisch;pc-5.1
AAB855;AAB855f001;Max. Regelabweichung;numerisch;pc-5.1
AAB856;AAB856f001;Borstenart;alphanumerisch;pc-5.1
AAB857;AAB857f001;Fassungsvermögen;numerisch;pc-5.1
AAB858;AAB858f001;Mattentyp;alphanumerisch;pc-5.1
AAB859;AAB859f001;Hitzebeständig bis;numerisch;pc-5.1
AAB860;AAB860f001;Art der Anzeige;alphanumerisch;pc-5.1
AAB861;AAB861f002;Max. Anzeigenbereich;numerisch;pc-5.1
AAB862;AAB862f001;Umschaltbar mm/inch;logisch;pc-5.1
AAB863;AAB863f001;Brückenlänge;numerisch;pc-5.1
AAB864;AAB864f001;Bügeltiefe;numerisch;pc-5.1
AAB865;AAB865f001;Außenringdurchmesser;numerisch;pc-5.1
AAB866;AAB866f001;Schnittstelle;alphanumerisch;pc-5.1
AAB867;AAB867f001;Art der Messkraftregelung;alphanumerisch;pc-5.1
AAB868;AAB868f001;Ablesung;numerisch;pc-5.1
AAB869;AAB869f002;Max. Fehler;numerisch;pc-5.1
AAB871;AAB871f001;Feineinstellung Höhenmessgerät;logisch;pc-5.1
AAB872;AAB872f001;Fehlergrenze;numerisch;pc-5.1
AAB873;AAB873f001;Einspannung;alphanumerisch;pc-5.1
AAB874;AAB874f001;Max. Messbereich;numerisch;pc-5.1
AAB875;AAB875f001;Anzahl der Glieder;numerisch;pc-5.1
AAB876;AAB876f001;Stärke des Gliedes;numerisch;pc-5.1
AAB877;AAB877f001;Querschnitt des Gliedes;numerisch;pc-5.1
AAB878;AAB878f001;Genauigkeit;numerisch;pc-5.1
AAB879;AAB879f001;Skalierung;alphanumerisch;pc-5.1
AAB880;AAB880f001;Länge eingeschoben;numerisch;pc-5.1
AAB881;AAB881f001;Länge ausgezogen;numerisch;pc-5.1
AAB882;AAB882f001;Auflösung;numerisch;pc-5.1
AAB883;AAB883f001;Speichermöglichkeit;logisch;pc-5.1
AAB884;AAB884f001;Nullstellung;logisch;pc-5.1
AAB885;AAB885f001;Speichermodul;logisch;pc-5.1
AAB886;AAB886f001;Min. Innenmessbereich;numerisch;pc-5.1
AAB887;AAB887f001;Gehäuse mit Sichtfenster;logisch;pc-5.1
AAB888;AAB888f001;Feststellbremse;logisch;pc-5.1
AAB889;AAB889f001;Einlaufbremse;logisch;pc-5.1
AAB890;AAB890f001;Art des Gehäuses;alphanumerisch;pc-5.1
AAB891;AAB891f001;Maßanfang;alphanumerisch;pc-5.1
AAB892;AAB892f002;Min. Messbereich;numerisch;pc-5.1
AAB893;AAB893f002;Messschenkellänge (Schnabellänge);numerisch;pc-5.1
AAB894;AAB894f001;Kreuzspitzen;logisch;pc-5.1
AAB895;AAB895f001;Anreißfunktion;logisch;pc-5.1
AAB896;AAB896f001;Tiefenmessstange;alphanumerisch;pc-5.1
AAB897;AAB897f001;Art der Feststellung;alphanumerisch;pc-5.1
AAB898;AAB898f001;Querschnitt der Messschiene;numerisch;pc-5.1
AAB899;AAB899f001;Genauigkeit nach DIN 862;logisch;pc-5.1
AAB900;AAB900f001;Feststellschraubung;logisch;pc-5.1
AAB901;AAB901f001;Anzahl der Teilungen;numerisch;pc-5.1
AAB902;AAB902f001;Art der Feineinstellung;alphanumerisch;pc-5.1
AAB903;AAB903f001;Messerspitzen;logisch;pc-5.1
AAB904;AAB904f001;Lochmaßansatz;numerisch;pc-5.1
AAB905;AAB905f002;Feineinstellung;logisch;pc-5.1
AAB906;AAB906f001;Spindeldurchmesser;numerisch;pc-5.1
AAB907;AAB907f001;Trommeldurchmesser;numerisch;pc-5.1
AAB908;AAB908f001;Spindelsteigung;numerisch;pc-5.1
AAB909;AAB909f001;Feststellung;logisch;pc-5.1
AAB910;AAB910f001;Art der analogen Anzeige;alphanumerisch;pc-5.1
AAB911;AAB911f001;Datenausgang;alphanumerisch;pc-5.1
AAB912;AAB912f001;Messteller;logisch;pc-5.1
AAB913;AAB913f001;Prismenwinkel;numerisch;pc-5.1
AAB914;AAB914f001;Laserklasse;alphanumerisch;pc-5.1
AAB915;AAB915f001;Max. Betriebsdauer;numerisch;pc-5.1
AAB916;AAB916f001;Speicherplätze;numerisch;pc-5.1
AAB917;AAB917f002;Anzahl der Messzeuge;numerisch;pc-5.1
AAB918;AAB918f001;Messraddurchmesser;numerisch;pc-5.1
AAB919;AAB919f001;Laser;logisch;pc-5.1
AAB920;AAB920f001;Anzahl der Schenkel;numerisch;pc-5.1
AAB921;AAB921f001;Schenkellänge 1;numerisch;pc-5.1
AAB922;AAB922f001;Schenkellänge 2;numerisch;pc-5.1
AAB923;AAB923f001;Messgenauigkeit;numerisch;pc-5.1
AAB924;AAB924f001;Anzahl der Horizontallibellen;numerisch;pc-5.1
AAB925;AAB925f001;Anzahl der Vertikallibellen;numerisch;pc-5.1
AAB926;AAB926f001;Anzahl der Winkellibellen;numerisch;pc-5.1
AAB927;AAB927f001;Umschlagmessung;logisch;pc-5.1
AAB928;AAB928f001;Anzahl der Messflächen;numerisch;pc-5.1
AAB929;AAB929f001;Messfläche gefräst;logisch;pc-5.1
AAB931;AAB931f001;Empfindlichkeit;numerisch;pc-5.1
AAB932;AAB932f001;Nach DIN 877;logisch;pc-5.1
AAB933;AAB933f001;Querlibelle;logisch;pc-5.1
AAB934;AAB934f001;Messfläche prismatisch;logisch;pc-5.1
AAB935;AAB935f001;Justierbarkeit;logisch;pc-5.1
AAB936;AAB936f001;Systemgenauigkeit;logisch;pc-5.1
AAB937;AAB937f001;Laserreichweite;numerisch;pc-5.1
AAB938;AAB938f001;Wellenlänge;numerisch;pc-5.1
AAB939;AAB939f001;Teiligkeit Lötkolbenset;numerisch;pc-5.1
AAB940;AAB940f001;Nivelliertyp;alphanumerisch;pc-5.1
AAB941;AAB941f001;Vergrößerung;numerisch;pc-5.1
AAB942;AAB942f001;Standardabweichung;numerisch;pc-5.1
AAB943;AAB943f001;Kürzeste Zielweite;numerisch;pc-5.1
AAB944;AAB944f001;Kreisstellung;alphanumerisch;pc-5.1
AAB945;AAB945f001;Arbeitsbereich des Kompensators;numerisch;pc-5.1
AAB946;AAB946f001;Laserart;alphanumerisch;pc-5.1
AAB947;AAB947f001;Anzahl der Achsen;numerisch;pc-5.1
AAB948;AAB948f001;Selbstnivellierend;logisch;pc-5.1
AAB949;AAB949f001;Anzahl der Laser;numerisch;pc-5.1
AAB950;AAB950f001;Reichweite;numerisch;pc-5.1
AAB951;AAB951f001;Reichweite mit Receiver;numerisch;pc-5.1
AAB952;AAB952f001;Lotstrahl;logisch;pc-5.1
AAB953;AAB953f001;Fernbedienung;logisch;pc-5.1
AAB954;AAB954f001;Reichweite der Fernbedienung;numerisch;pc-5.1
AAB955;AAB955f001;Neigungsfunktion;logisch;pc-5.1
AAB956;AAB956f001;Betriebsdauer (typisch);numerisch;pc-5.1
AAB957;AAB957f001;Schutzklasse nach IP;numerisch;pc-5.1
AAB976;AAB976f001;Berstdruck;numerisch;pc-5.1
AAB978;AAB978f001;Innenmaterial;alphanumerisch;pc-5.1
AAB979;AAB979f001;Außenmaterial;alphanumerisch;pc-5.1
AAB983;AAB983f001;Festigkeitsträger;alphanumerisch;pc-5.1
AAB996;AAB996f001;Materialzusammensetzung;alphanumerisch;pc-5.1
AAB998;AAB998f001;Anzahl der Backen;numerisch;pc-5.1
AAC002;AAC002f001;Aufnahmeart futterseitig;alphanumerisch;pc-5.1
AAC003;AAC003f001;Max. Drehzahl;numerisch;pc-5.1
AAC008;AAC008f001;Backenhub;numerisch;pc-5.1
AAC009;AAC009f001;Kolbenhub;numerisch;pc-5.1
AAC010;AAC010f001;Backenanschluss;numerisch;pc-5.1
AAC011;AAC011f001;Gesamtlänge geöffnet;numerisch;pc-5.1
AAC012;AAC012f001;Max. Spannkraft;numerisch;pc-5.1
AAC013;AAC013f001;Betätigungsart;alphanumerisch;pc-5.1
AAC014;AAC014f001;Größe (Nullpunktspannsystem);numerisch;pc-5.1
AAC015;AAC015f001;Indexierung;logisch;pc-5.1
AAC016;AAC016f001;Anlagekontrolle;logisch;pc-5.1
AAC017;AAC017f001;Min. Spannbereich;numerisch;pc-5.1
AAC018;AAC018f001;Max. Spannbereich;numerisch;pc-5.1
AAC019;AAC019f001;Linkslauf;logisch;pc-5.1
AAC020;AAC020f001;Spannkraftsicherung;logisch;pc-5.1
AAC021;AAC021f001;Schlagbohrfest;logisch;pc-5.1
AAC022;AAC022f001;Min. Spannweite;numerisch;pc-5.1
AAC023;AAC023f001;Max. Spannweite;numerisch;pc-5.1
AAC026;AAC026f001;Aufnahmegröße;alphanumerisch;pc-5.1
AAC027;AAC027f001;Kegelgröße B;numerisch;pc-5.1
AAC030;AAC030f001;Abdrückmutter;logisch;pc-5.1
AAC031;AAC031f001;Zylinderschaft;numerisch;pc-5.1
AAC032;AAC032f001;Sicherheitskupplung Drehmomentbegrenzer;logisch;pc-5.1
AAC033;AAC033f001;Innendurchmesser Zylinderschaft;numerisch;pc-5.1
AAC034;AAC034f001;Längeneinstellung;logisch;pc-5.1
AAC035;AAC035f001;Außendurchmesser Werkstück;numerisch;pc-5.1
AAC036;AAC036f001;Außendurchmesser Zylinderschaft;numerisch;pc-5.1
AAC037;AAC037f001;Länge Gewinde h1;numerisch;pc-5.1
AAC038;AAC038f001;Kühlmittelzufuhr;logisch;pc-5.1
AAC039;AAC039f001;Rundlaufgenauigkeit;numerisch;pc-5.1
AAC040;AAC040f001;Auskraglänge;numerisch;pc-5.1
AAC041;AAC041f001;Spannzange;logisch;pc-5.1
AAC042;AAC042f001;Spanndurchmesser;numerisch;pc-5.1
AAC043;AAC043f001;Baureihe;alphanumerisch;pc-5.1
AAC044;AAC044f001;Verstellung seitlich;logisch;pc-5.1
AAC045;AAC045f001;Min. Gewindebohrer;numerisch;pc-5.1
AAC046;AAC046f001;Max. Gewindebohrer;numerisch;pc-5.1
AAC048;AAC048f001;Kühlmittelzufuhr;alphanumerisch;pc-5.1
AAC049;AAC049f001;Max. Radialspiel;numerisch;pc-5.1
AAC050;AAC050f001;Max. Pendelspiel;numerisch;pc-5.1
AAC051;AAC051f001;Größe Trapezgewinde;alphanumerisch;pc-5.1
AAC052;AAC052f001;Teilung;alphanumerisch;pc-5.1
AAC053;AAC053f001;Lieferform;alphanumerisch;pc-5.1
AAC054;AAC054f001;Bauform;alphanumerisch;pc-5.1
AAC056;AAC056f001;Borstenlänge;numerisch;pc-5.1
AAC057;AAC057f001;Pinselbreite;numerisch;pc-5.1
AAC058;AAC058f001;Einband;alphanumerisch;pc-5.1
AAC059;AAC059f001;Pinseldurchmesser;numerisch;pc-5.1
AAC060;AAC060f001;Ausführung Vorband;alphanumerisch;pc-5.1
AAC061;AAC061f001;Pinselbreite (in Zoll);alphanumerisch;pc-5.1
AAC062;AAC062f001;Bürstenbreite;numerisch;pc-5.1
AAC063;AAC063f001;Bürstenlänge;numerisch;pc-5.1
AAC064;AAC064f001;Ausführung Rücken;alphanumerisch;pc-5.1
AAC065;AAC065f001;Eimerhaken;logisch;pc-5.1
AAC066;AAC066f001;Lochlänge;numerisch;pc-5.1
AAC067;AAC067f001;Lochbreite;numerisch;pc-5.1
AAC068;AAC068f001;Max. Arbeitsbereich Stahlblech;numerisch;pc-5.1
AAC069;AAC069f001;Max. Arbeitsbereich Edelstahl;numerisch;pc-5.1
AAC070;AAC070f001;Max. Arbeitsbereich Aluminium/Kupfer/Kunststoff;numerisch;pc-5.1
AAC071;AAC071f001;Kugellager;logisch;pc-5.1
AAC072;AAC072f001;Gewindeausführung;alphanumerisch;pc-5.1
AAC073;AAC073f001;DIN 7200 A;logisch;pc-5.1
AAC076;AAC076f001;Kettenlänge;numerisch;pc-5.1
AAC081;AAC081f001;Größe;numerisch;pc-5.1
AAC082;AAC082f001;Anzahl, Hörner;numerisch;pc-5.1
AAC083;AAC083f001;Bahnbreite;numerisch;pc-5.1
AAC084;AAC084f001;Hornlänge;numerisch;pc-5.1
AAC085;AAC085f001;Standlänge;numerisch;pc-5.1
AAC086;AAC086f001;Standbreite;numerisch;pc-5.1
AAC087;AAC087f001;Vierkantloch;logisch;pc-5.1
AAC088;AAC088f001;Auflagenlänge;numerisch;pc-5.1
AAC089;AAC089f001;Auflagenbreite;numerisch;pc-5.1
AAC090;AAC090f001;Anzahl, scharfe Ecken;numerisch;pc-5.1
AAC091;AAC091f001;Anzahl, runde Ecken;numerisch;pc-5.1
AAC092;AAC092f001;Bahnausführung;alphanumerisch;pc-5.1
AAC093;AAC093f001;Arbeitsfläche;alphanumerisch;pc-5.1
AAC094;AAC094f001;Bahn;alphanumerisch;pc-5.1
AAC095;AAC095f001;Horn;alphanumerisch;pc-5.1
AAC096;AAC096f001;Schaftbreite;numerisch;pc-5.1
AAC097;AAC097f001;Schaftstärke;numerisch;pc-5.1
AAC098;AAC098f001;Ausführung Schlagkopf;alphanumerisch;pc-5.1
AAC099;AAC099f001;Handschutz;logisch;pc-5.1
AAC100;AAC100f001;DIN 6451;logisch;pc-5.1
AAC101;AAC101f001;DIN 7256;logisch;pc-5.1
AAC102;AAC102f001;DIN 7255;logisch;pc-5.1
AAC103;AAC103f001;DIN 6455;logisch;pc-5.1
AAC104;AAC104f001;Schneidenform;alphanumerisch;pc-5.1
AAC105;AAC105f001;Inhalt Satz;alphanumerisch;pc-5.1
AAC106;AAC106f001;DIN 6458;logisch;pc-5.1
AAC107;AAC107f001;Min. Nenndurchmesser;numerisch;pc-5.1
AAC108;AAC108f001;Max. Nenndurchmesser;numerisch;pc-5.1
AAC109;AAC109f001;Min. Schaftdurchmesser;numerisch;pc-5.1
AAC110;AAC110f001;Max. Schaftdurchmesser;numerisch;pc-5.1
AAC111;AAC111f001;Mit Körner;logisch;pc-5.1
AAC112;AAC112f001;DIN 6450;logisch;pc-5.1
AAC113;AAC113f001;Führungshülse;logisch;pc-5.1
AAC114;AAC114f001;Für Nietstärke;numerisch;pc-5.1
AAC115;AAC115f001;DIN 6434;logisch;pc-5.1
AAC116;AAC116f001;Min. Nietstärke;numerisch;pc-5.1
AAC117;AAC117f001;Max. Nietstärke;numerisch;pc-5.1
AAC118;AAC118f001;Min. Innendurchmesser;numerisch;pc-5.1
AAC119;AAC119f001;Max. Innendurchmesser;numerisch;pc-5.1
AAC120;AAC120f001;Schaftquerschnitt;numerisch;pc-5.1
AAC121;AAC121f001;DIN 6435;logisch;pc-5.1
AAC122;AAC122f001;Min. Kopfdurchmesser;numerisch;pc-5.1
AAC123;AAC123f001;Max. Kopfdurchmesser;numerisch;pc-5.1
AAC124;AAC124f001;Durchmesser Spitze;numerisch;pc-5.1
AAC125;AAC125f001;DIN 7250;logisch;pc-5.1
AAC126;AAC126f001;Federmechanismus;logisch;pc-5.1
AAC127;AAC127f001;Min. Schlagkraft;numerisch;pc-5.1
AAC128;AAC128f001;Max. Schlagkraft;numerisch;pc-5.1
AAC129;AAC129f001;Zentrierung;logisch;pc-5.1
AAC130;AAC130f001;Min. Bohrungsdurchmesser;numerisch;pc-5.1
AAC131;AAC131f001;Max. Bohrungsdurchmesser;numerisch;pc-5.1
AAC132;AAC132f001;Klingenlänge;numerisch;pc-5.1
AAC133;AAC133f001;Heftlänge;numerisch;pc-5.1
AAC134;AAC134f001;Ausführung Heft;alphanumerisch;pc-5.1
AAC135;AAC135f001;Max. Klingendurchmesser 4-kt;numerisch;pc-5.1
AAC136;AAC136f001;Max. Klingendurchmesser 5-kt;numerisch;pc-5.1
AAC137;AAC137f001;Klaue schwenkbar;logisch;pc-5.1
AAC138;AAC138f001;Rechts- und Linksgang;logisch;pc-5.1
AAC139;AAC139f001;Länge verstellbar;logisch;pc-5.1
AAC140;AAC140f001;Oberfläche Schaft;alphanumerisch;pc-5.1
AAC142;AAC142f001;Oberfläche Klaue;alphanumerisch;pc-5.1
AAC143;AAC143f001;Für Stockschrauben;numerisch;pc-5.1
